gene_id,DMSO_24h-1,DMSO_24h-2,DMSO_24h-3,SP2509_24h-1,SP2509_24h-2,SP2509_24h-3
ENSG00000129028,86,84,124,93,109,65
ENSG00000129038,16,12,13,16,16,13
ENSG00000129048,1,6,4,2,4,6
ENSG00000129055,945,770,1103,881,1098,751
ENSG00000129071,431,486,633,502,591,426
ENSG00000129083,1949,2144,2847,2629,3429,2316
ENSG00000129084,130,126,195,97,139,97
ENSG00000129103,1137,1207,1582,1253,1622,1159
ENSG00000129116,632,635,855,978,1180,799
ENSG00000129128,1402,1402,1934,1355,1846,1229
ENSG00000129151,0,0,0,0,0,0
ENSG00000129152,0,0,0,0,0,0
ENSG00000129158,99,108,156,127,142,96
ENSG00000129159,1,1,1,1,0,1
ENSG00000129167,4,2,8,4,5,7
ENSG00000129170,0,1,0,0,0,1
ENSG00000129173,277,264,369,166,213,152
ENSG00000129187,966,949,1265,874,1149,818
ENSG00000129194,8,7,14,5,8,4
ENSG00000129195,324,305,438,177,216,164
ENSG00000129197,577,651,839,645,813,621
ENSG00000129204,5,3,5,5,9,5
ENSG00000129214,25,20,21,20,24,21
ENSG00000129219,326,290,424,303,392,292
ENSG00000129221,0,0,0,0,0,0
ENSG00000129226,0,1,2,1,3,2
ENSG00000129235,585,701,928,569,719,604
ENSG00000129244,0,0,1,0,1,1
ENSG00000129245,1561,1536,2057,1335,1633,1151
ENSG00000129250,3472,3443,5067,3556,4123,3209
ENSG00000129255,1541,1444,1983,1422,1802,1301
ENSG00000129292,593,599,849,672,983,668
ENSG00000129295,26,29,40,39,53,27
ENSG00000129315,1202,1202,1686,1212,1552,1079
ENSG00000129317,774,828,1038,647,786,598
ENSG00000129347,1154,1042,1451,816,909,766
ENSG00000129351,6924,6579,9507,5851,7276,5474
ENSG00000129353,2295,1996,2844,1959,2407,1813
ENSG00000129354,1765,1760,2420,1967,2494,1822
ENSG00000129355,98,149,179,97,116,82
ENSG00000129422,1252,1151,1592,1175,1456,1049
ENSG00000129437,11,7,8,5,20,11
ENSG00000129450,2,1,3,0,0,0
ENSG00000129451,0,1,0,0,0,0
ENSG00000129455,0,0,0,0,1,0
ENSG00000129460,375,412,473,323,344,269
ENSG00000129465,0,0,0,0,0,0
ENSG00000129467,1,1,0,0,2,1
ENSG00000129472,414,385,506,485,626,404
ENSG00000129473,634,716,875,824,996,689
ENSG00000129474,295,316,399,402,491,376
ENSG00000129480,516,561,716,503,622,420
ENSG00000129484,767,649,928,598,709,552
ENSG00000129493,253,274,347,283,372,242
ENSG00000129514,5874,5414,7777,7060,8530,6213
ENSG00000129515,742,722,961,771,1014,676
ENSG00000129518,507,557,738,534,736,483
ENSG00000129521,159,166,212,170,186,162
ENSG00000129534,477,421,573,362,473,355
ENSG00000129535,9,13,31,9,22,11
ENSG00000129538,0,0,0,0,0,1
ENSG00000129559,370,306,463,299,475,340
ENSG00000129562,1674,1692,2334,1655,2141,1523
ENSG00000129566,484,430,637,484,617,418
ENSG00000129595,4,5,14,18,21,9
ENSG00000129596,1,0,0,0,0,0
ENSG00000129625,2586,2745,3647,2720,3677,2437
ENSG00000129636,742,755,1017,889,1061,748
ENSG00000129646,105,112,169,152,180,132
ENSG00000129654,1,3,3,2,3,3
ENSG00000129657,618,692,935,992,1225,878
ENSG00000129667,332,276,381,250,226,215
ENSG00000129673,2,1,1,2,1,0
ENSG00000129675,10,13,25,33,29,26
ENSG00000129680,119,105,143,133,137,113
ENSG00000129682,32,41,44,85,69,47
ENSG00000129691,851,892,1149,910,1146,822
ENSG00000129696,264,220,354,215,249,193
ENSG00000129744,1,0,0,0,1,0
ENSG00000129749,26,22,38,19,31,23
ENSG00000129757,9,14,18,12,19,6
ENSG00000129810,176,160,261,132,178,127
ENSG00000129816,0,0,0,0,1,0
ENSG00000129824,3880,3716,4947,4048,4956,3576
ENSG00000129845,0,0,0,0,0,0
ENSG00000129862,0,0,0,0,0,0
ENSG00000129864,0,0,0,0,0,2
ENSG00000129873,0,0,0,0,0,0
ENSG00000129910,29,22,41,28,51,30
ENSG00000129911,271,270,436,247,275,233
ENSG00000129925,1044,950,1346,1001,1206,858
ENSG00000129932,309,300,371,203,267,185
ENSG00000129933,1006,953,1353,1144,1269,975
ENSG00000129946,52,61,71,108,116,89
ENSG00000129951,1,0,0,0,0,0
ENSG00000129965,0,0,0,0,0,0
ENSG00000129968,723,680,920,685,782,600
ENSG00000129988,3,0,1,2,1,1
ENSG00000129990,1,2,4,3,3,2
ENSG00000129991,2,0,0,0,0,1
ENSG00000129993,0,0,1,1,0,2
ENSG00000130005,1062,948,1293,994,1261,920
ENSG00000130021,224,234,343,224,267,184
ENSG00000130023,423,444,562,446,606,412
ENSG00000130024,902,890,1257,934,1231,829
ENSG00000130032,0,0,0,0,0,0
ENSG00000130035,1,1,0,0,0,1
ENSG00000130037,0,0,0,0,0,0
ENSG00000130038,13,6,16,6,10,12
ENSG00000130045,1,0,3,2,1,1
ENSG00000130052,0,0,0,0,0,0
ENSG00000130054,591,528,763,557,720,499
ENSG00000130055,7,2,3,3,5,3
ENSG00000130066,1887,2023,2616,3128,4080,2796
ENSG00000130119,513,476,682,419,491,334
ENSG00000130147,1001,999,1328,1231,1445,1073
ENSG00000130150,240,177,307,273,366,251
ENSG00000130158,438,422,574,538,640,442
ENSG00000130159,436,433,579,429,535,390
ENSG00000130164,1256,1169,1575,620,812,600
ENSG00000130165,864,744,1040,612,714,511
ENSG00000130167,4,6,5,6,10,5
ENSG00000130173,1,0,0,0,0,0
ENSG00000130175,3993,3667,5208,4091,4949,3801
ENSG00000130176,0,0,0,0,0,0
ENSG00000130177,557,559,740,534,713,526
ENSG00000130182,0,0,0,1,2,0
ENSG00000130193,910,757,1148,803,916,729
ENSG00000130201,5,1,2,3,6,4
ENSG00000130202,539,452,698,423,559,450
ENSG00000130203,0,1,2,1,3,1
ENSG00000130204,1069,995,1502,659,826,626
ENSG00000130208,0,0,0,0,0,0
ENSG00000130222,62,72,96,171,186,152
ENSG00000130224,0,3,2,1,0,0
ENSG00000130226,0,0,0,0,0,0
ENSG00000130227,2596,2443,3400,2232,2821,2090
ENSG00000130234,81,78,109,74,109,68
ENSG00000130244,183,192,266,207,246,214
ENSG00000130254,1050,985,1479,1006,1180,907
ENSG00000130255,5806,6119,9379,6875,8287,6240
ENSG00000130270,11,12,15,12,6,9
ENSG00000130283,0,0,0,0,0,0
ENSG00000130287,0,0,0,1,0,0
ENSG00000130294,2556,2244,3334,3053,3599,2653
ENSG00000130299,549,470,701,411,547,393
ENSG00000130300,0,0,0,1,0,0
ENSG00000130303,4,2,11,6,3,3
ENSG00000130304,232,263,315,307,353,256
ENSG00000130305,372,333,492,277,399,300
ENSG00000130307,7,3,11,5,2,5
ENSG00000130309,1924,1792,2541,1565,1963,1468
ENSG00000130311,706,597,874,593,762,583
ENSG00000130312,631,556,811,575,696,538
ENSG00000130313,485,392,565,476,588,433
ENSG00000130332,567,559,750,551,674,473
ENSG00000130338,1215,1113,1627,1382,1601,1202
ENSG00000130340,354,329,513,411,508,369
ENSG00000130347,137,146,202,102,147,81
ENSG00000130348,456,466,633,443,528,371
ENSG00000130349,279,321,448,319,409,282
ENSG00000130363,279,279,412,375,520,381
ENSG00000130368,0,0,0,0,2,1
ENSG00000130377,17,10,21,15,12,15
ENSG00000130382,3980,3592,5115,3529,4376,3263
ENSG00000130383,0,0,0,0,0,0
ENSG00000130385,0,0,0,0,0,0
ENSG00000130396,1501,1578,2090,1810,2144,1574
ENSG00000130402,7417,6231,8856,6342,7504,5637
ENSG00000130413,313,342,480,348,406,316
ENSG00000130414,1496,1376,1837,1468,1780,1341
ENSG00000130427,0,0,3,1,2,0
ENSG00000130429,267,276,359,228,293,225
ENSG00000130433,0,0,0,0,0,0
ENSG00000130449,177,179,231,280,366,246
ENSG00000130475,5,2,13,2,5,4
ENSG00000130477,22,19,26,28,41,22
ENSG00000130479,427,351,536,371,444,322
ENSG00000130487,0,1,2,21,26,7
ENSG00000130489,52,64,77,25,41,38
ENSG00000130508,108,123,143,130,153,121
ENSG00000130511,315,284,400,253,312,237
ENSG00000130513,1144,1062,1532,8622,10204,7097
ENSG00000130517,349,367,461,544,727,593
ENSG00000130518,166,148,204,329,394,314
ENSG00000130520,1989,2228,3191,2149,2690,1994
ENSG00000130522,726,657,1043,1191,1411,1057
ENSG00000130528,17,14,31,25,20,16
ENSG00000130529,900,774,1154,823,973,720
ENSG00000130538,0,0,0,0,0,0
ENSG00000130540,1,1,0,1,0,0
ENSG00000130544,198,194,359,242,289,215
ENSG00000130545,360,311,507,382,510,335
ENSG00000130558,28,40,53,40,52,40
ENSG00000130559,1121,1124,1462,1178,1504,1011
ENSG00000130560,437,413,545,346,462,342
ENSG00000130561,0,1,0,0,1,0
ENSG00000130584,84,79,144,103,104,86
ENSG00000130589,552,564,710,699,855,620
ENSG00000130590,181,140,177,145,175,137
ENSG00000130592,0,0,0,1,1,3
ENSG00000130595,0,0,0,0,0,0
ENSG00000130598,0,0,0,1,0,0
ENSG00000130600,0,0,0,0,0,1
ENSG00000130612,2,2,2,0,4,0
ENSG00000130635,9,11,24,16,22,19
ENSG00000130638,1366,1453,1947,1350,1814,1263
ENSG00000130640,1405,1283,1949,1290,1684,1261
ENSG00000130643,0,0,1,0,0,0
ENSG00000130649,34,41,51,52,56,39
ENSG00000130653,450,345,511,545,636,484
ENSG00000130656,0,2,1,1,1,0
ENSG00000130669,3379,3200,4556,2944,3562,2597
ENSG00000130675,84,77,105,114,140,114
ENSG00000130684,78,67,94,88,97,72
ENSG00000130695,346,297,404,295,394,288
ENSG00000130699,409,326,548,372,433,335
ENSG00000130700,0,0,0,0,0,0
ENSG00000130701,150,124,164,143,178,139
ENSG00000130702,1610,1361,1953,1475,1882,1433
ENSG00000130703,919,868,1209,941,1193,907
ENSG00000130706,770,643,1090,585,752,590
ENSG00000130707,944,828,1200,1142,1397,990
ENSG00000130711,7,6,5,7,7,8
ENSG00000130713,984,1022,1428,722,1006,661
ENSG00000130714,428,413,624,476,570,437
ENSG00000130717,652,612,818,550,686,502
ENSG00000130720,2,1,1,7,3,5
ENSG00000130723,6608,6158,8769,6608,8072,5958
ENSG00000130724,1719,1809,2578,1933,2277,1831
ENSG00000130725,2090,1955,2650,1576,1929,1540
ENSG00000130726,5624,5199,7253,4589,5570,4023
ENSG00000130731,1007,862,1224,842,1024,794
ENSG00000130733,506,385,608,473,629,453
ENSG00000130734,295,259,403,277,315,250
ENSG00000130741,5203,5395,7484,5799,7257,5106
ENSG00000130748,25,34,34,20,43,40
ENSG00000130749,671,701,1009,729,706,660
ENSG00000130751,10,14,13,15,17,4
ENSG00000130755,3,2,1,1,3,0
ENSG00000130758,189,163,254,242,273,218
ENSG00000130762,506,491,693,517,611,470
ENSG00000130764,1164,1152,1528,892,1183,864
ENSG00000130766,430,401,571,1038,1229,901
ENSG00000130768,302,287,402,289,357,255
ENSG00000130770,2656,2596,3584,2392,2779,2118
ENSG00000130772,302,294,382,253,324,216
ENSG00000130775,8,2,3,2,6,4
ENSG00000130779,1793,1783,2434,2490,2940,2068
ENSG00000130783,8,8,13,12,12,13
ENSG00000130787,781,673,937,849,1017,729
ENSG00000130803,631,633,901,635,826,538
ENSG00000130810,78,45,80,42,69,40
ENSG00000130811,2275,2057,2931,1950,2239,1667
ENSG00000130812,7,9,13,6,7,7
ENSG00000130813,17,17,22,26,41,41
ENSG00000130816,2768,2550,3688,2289,2725,2048
ENSG00000130818,493,493,710,606,767,493
ENSG00000130821,1839,1689,2410,1508,1832,1437
ENSG00000130822,5,2,10,8,8,13
ENSG00000130826,1914,1974,2758,1535,1776,1296
ENSG00000130827,375,351,449,493,634,432
ENSG00000130829,67,47,71,28,40,31
ENSG00000130830,3,2,1,3,5,1
ENSG00000130844,495,522,704,634,756,525
ENSG00000130856,447,446,606,513,619,462
ENSG00000130876,1,0,0,0,0,0
ENSG00000130881,886,838,1175,756,925,713
ENSG00000130921,534,459,672,455,534,439
ENSG00000130935,1380,1380,1984,984,1323,926
ENSG00000130939,2198,1978,2881,2088,2551,1881
ENSG00000130940,784,694,1010,880,974,705
ENSG00000130943,14,22,20,16,15,8
ENSG00000130948,0,2,0,0,0,1
ENSG00000130950,0,0,1,0,0,0
ENSG00000130956,229,229,307,221,320,219
ENSG00000130957,12,4,8,5,10,6
ENSG00000130958,202,224,324,288,347,255
ENSG00000130962,496,463,697,481,633,401
ENSG00000130985,7069,6563,9080,6410,7772,5694
ENSG00000130988,0,0,1,1,3,0
ENSG00000130997,42,55,58,56,57,53
ENSG00000131002,2166,2253,3165,2082,2736,1856
ENSG00000131007,0,0,0,0,0,0
ENSG00000131013,482,548,681,640,731,539
ENSG00000131015,66,60,81,70,88,64
ENSG00000131016,19,30,39,34,43,24
ENSG00000131018,54,45,60,61,80,48
ENSG00000131019,46,26,63,45,40,35
ENSG00000131023,1177,1207,1657,1634,1920,1369
ENSG00000131037,76,106,90,106,117,77
ENSG00000131042,0,0,0,0,0,0
ENSG00000131043,470,422,585,387,456,355
ENSG00000131044,2,8,9,11,12,8
ENSG00000131050,0,0,0,1,1,1
ENSG00000131051,3630,3751,5098,4590,5589,3898
ENSG00000131055,0,0,0,0,0,0
ENSG00000131059,0,0,0,1,0,0
ENSG00000131061,133,125,197,109,138,104
ENSG00000131067,156,141,205,183,225,182
ENSG00000131068,0,0,0,0,0,0
ENSG00000131069,908,804,1145,793,1020,720
ENSG00000131080,0,2,1,1,3,5
ENSG00000131089,806,748,999,862,1032,815
ENSG00000131094,14,8,12,7,14,8
ENSG00000131095,0,0,1,2,0,1
ENSG00000131096,0,3,2,1,0,1
ENSG00000131097,5,11,17,8,1,4
ENSG00000131100,1200,1230,1580,1097,1542,1058
ENSG00000131115,105,113,170,163,174,128
ENSG00000131116,90,105,129,95,113,116
ENSG00000131126,0,0,0,0,0,0
ENSG00000131127,355,385,477,338,433,320
ENSG00000131142,0,0,0,0,0,0
ENSG00000131143,3186,3425,4525,3739,4775,3463
ENSG00000131148,352,326,456,275,332,270
ENSG00000131149,5647,5250,7467,5303,6337,4644
ENSG00000131152,0,0,0,0,0,0
ENSG00000131153,448,415,578,274,373,319
ENSG00000131165,884,880,1174,768,950,702
ENSG00000131171,343,336,498,366,535,307
ENSG00000131174,1955,1785,2584,1864,2366,1731
ENSG00000131183,7,5,4,4,2,3
ENSG00000131187,122,126,171,99,121,96
ENSG00000131188,303,288,393,250,279,223
ENSG00000131196,143,129,171,129,200,148
ENSG00000131203,1,2,0,0,0,0
ENSG00000131233,3,1,1,3,3,3
ENSG00000131236,2212,2304,3140,2240,2739,2055
ENSG00000131238,1378,1408,1977,1265,1659,1169
ENSG00000131242,593,552,819,567,744,544
ENSG00000131263,2253,2351,3283,2273,2959,2014
ENSG00000131264,0,0,0,0,0,0
ENSG00000131269,363,428,550,430,583,389
ENSG00000131323,871,837,1170,943,1190,808
ENSG00000131351,206,158,230,124,163,124
ENSG00000131355,0,0,0,0,0,0
ENSG00000131368,981,974,1412,857,1097,810
ENSG00000131370,34,29,37,33,36,31
ENSG00000131373,602,606,845,540,688,430
ENSG00000131374,1508,1499,2108,2010,2532,1793
ENSG00000131375,784,768,1047,875,1128,782
ENSG00000131378,14,21,32,15,28,21
ENSG00000131379,0,2,1,1,2,0
ENSG00000131381,798,717,1058,692,908,644
ENSG00000131386,1,1,2,0,1,2
ENSG00000131389,223,248,333,286,325,237
ENSG00000131398,160,141,205,145,203,130
ENSG00000131400,8,5,12,16,11,5
ENSG00000131401,24,17,25,36,36,17
ENSG00000131408,539,519,749,599,733,552
ENSG00000131409,1,1,2,3,0,1
ENSG00000131435,0,0,0,0,0,0
ENSG00000131437,803,759,1104,996,1136,845
ENSG00000131446,932,871,1280,1164,1424,957
ENSG00000131459,21,27,25,15,22,18
ENSG00000131462,2446,2028,2958,1631,1889,1504
ENSG00000131467,3430,3235,4624,2489,3102,2348
ENSG00000131469,8960,7810,10933,8051,9967,7785
ENSG00000131470,202,188,273,196,210,177
ENSG00000131471,89,96,122,71,90,72
ENSG00000131473,8500,8182,11916,7464,9323,7104
ENSG00000131475,1043,1099,1453,989,1224,840
ENSG00000131477,0,0,0,0,0,0
ENSG00000131480,184,169,228,164,175,135
ENSG00000131482,0,0,1,0,1,0
ENSG00000131484,2,1,1,0,2,0
ENSG00000131495,241,282,355,237,316,229
ENSG00000131503,51,45,60,56,83,63
ENSG00000131504,3979,3803,5483,3746,4642,3510
ENSG00000131507,1140,1243,1736,1360,1785,1214
ENSG00000131508,1077,1156,1592,1042,1382,949
ENSG00000131538,0,0,0,0,0,0
ENSG00000131548,0,0,0,0,0,0
ENSG00000131558,976,947,1229,998,1300,945
ENSG00000131584,871,870,1216,1072,1302,939
ENSG00000131591,247,200,339,218,224,189
ENSG00000131620,3,1,2,2,1,1
ENSG00000131626,1275,1276,1692,1420,1740,1271
ENSG00000131634,9,4,8,8,3,6
ENSG00000131650,32,45,46,19,24,24
ENSG00000131652,200,195,260,209,239,196
ENSG00000131653,872,837,1174,984,1076,808
ENSG00000131668,0,1,2,11,4,9
ENSG00000131669,1433,1150,1799,1624,1948,1469
ENSG00000131686,0,0,0,0,0,0
ENSG00000131697,274,263,381,298,317,255
ENSG00000131711,7892,7416,10191,15677,18731,12811
ENSG00000131721,0,0,0,1,0,0
ENSG00000131724,469,513,705,630,841,550
ENSG00000131725,533,528,692,500,570,393
ENSG00000131730,61,33,62,64,84,63
ENSG00000131732,338,367,473,409,498,351
ENSG00000131737,1,0,0,0,0,0
ENSG00000131738,0,0,0,0,0,0
ENSG00000131746,52,47,60,69,93,72
ENSG00000131747,2096,2134,2877,1547,1931,1338
ENSG00000131748,395,395,585,399,510,369
ENSG00000131759,202,135,239,206,226,190
ENSG00000131771,5,6,8,8,9,5
ENSG00000131773,79,97,131,142,173,124
ENSG00000131778,827,828,1131,892,1118,832
ENSG00000131779,300,276,446,267,425,263
ENSG00000131781,32,39,46,40,74,48
ENSG00000131788,549,560,787,560,691,540
ENSG00000131791,359,399,611,558,624,474
ENSG00000131797,248,219,304,221,271,235
ENSG00000131808,0,0,0,0,1,0
ENSG00000131828,1254,1285,1833,1220,1453,1115
ENSG00000131831,7,10,18,9,21,15
ENSG00000131844,3498,3521,4895,3323,4246,3050
ENSG00000131845,294,269,354,259,332,223
ENSG00000131848,59,62,81,54,65,45
ENSG00000131849,180,174,279,160,212,153
ENSG00000131864,0,0,1,1,1,1
ENSG00000131871,364,436,599,473,570,388
ENSG00000131873,939,991,1370,1050,1295,917
ENSG00000131876,782,850,1147,562,684,484
ENSG00000131885,0,0,0,0,0,0
ENSG00000131899,617,509,773,600,701,532
ENSG00000131910,1,2,2,1,2,2
ENSG00000131914,1,0,0,0,0,0
ENSG00000131931,225,200,256,242,267,192
ENSG00000131941,731,677,979,726,969,698
ENSG00000131943,303,300,384,295,375,287
ENSG00000131944,103,92,121,108,105,89
ENSG00000131951,18,19,39,22,32,17
ENSG00000131966,530,573,739,597,740,545
ENSG00000131969,0,0,0,0,0,0
ENSG00000131979,313,354,467,378,471,283
ENSG00000131981,4,5,10,1,2,2
ENSG00000131982,0,0,0,0,0,0
ENSG00000132000,0,1,0,1,2,0
ENSG00000132002,1506,1433,1988,1027,1251,982
ENSG00000132003,84,75,100,105,138,89
ENSG00000132004,198,201,314,173,191,159
ENSG00000132005,159,183,211,199,239,173
ENSG00000132010,5,1,8,2,2,5
ENSG00000132016,50,50,67,55,74,49
ENSG00000132017,178,174,256,155,218,157
ENSG00000132024,812,700,1056,891,956,731
ENSG00000132026,0,2,0,0,1,0
ENSG00000132031,1,3,5,2,10,3
ENSG00000132109,293,267,316,238,312,225
ENSG00000132122,51,53,56,68,78,51
ENSG00000132128,2145,1914,2617,1757,2200,1655
ENSG00000132141,65,73,91,106,128,87
ENSG00000132153,1150,1110,1551,846,1045,744
ENSG00000132155,1491,1393,2051,1300,1627,1206
ENSG00000132164,280,313,450,336,358,261
ENSG00000132170,66,40,86,85,97,75
ENSG00000132182,2867,2644,3813,2783,3554,2652
ENSG00000132185,0,1,0,4,7,2
ENSG00000132196,192,195,301,180,249,212
ENSG00000132199,869,849,1179,1056,1348,934
ENSG00000132204,2,1,1,4,0,0
ENSG00000132205,1,0,3,3,1,0
ENSG00000132207,1,0,1,0,0,1
ENSG00000132254,1369,1322,1969,1346,1529,1179
ENSG00000132256,523,501,755,618,829,635
ENSG00000132259,2,2,1,5,2,2
ENSG00000132274,12,17,20,43,44,26
ENSG00000132275,507,435,601,282,377,287
ENSG00000132286,462,451,611,398,503,344
ENSG00000132294,860,848,1124,1133,1556,1011
ENSG00000132297,0,0,1,0,0,0
ENSG00000132300,1688,1704,2367,1526,2027,1402
ENSG00000132305,1824,1703,2375,1818,2247,1573
ENSG00000132313,569,571,885,469,670,438
ENSG00000132321,2,1,0,1,2,1
ENSG00000132323,303,301,462,325,386,264
ENSG00000132326,254,254,352,314,435,293
ENSG00000132329,582,536,812,726,815,690
ENSG00000132330,99,92,153,71,93,67
ENSG00000132334,101,109,134,139,144,94
ENSG00000132341,6755,6359,8954,5007,6445,4587
ENSG00000132356,4029,3706,5087,4223,5394,3658
ENSG00000132357,13,11,17,19,13,14
ENSG00000132359,1362,1192,1757,1280,1557,1149
ENSG00000132361,3803,3278,4869,2634,3130,2381
ENSG00000132376,381,356,486,407,522,419
ENSG00000132382,2471,2237,3327,1575,1932,1427
ENSG00000132383,2357,2335,3164,2037,2659,1905
ENSG00000132386,40,42,61,44,54,36
ENSG00000132388,1402,1366,1979,1236,1635,1116
ENSG00000132394,420,422,555,386,434,372
ENSG00000132405,1134,992,1547,1062,1344,969
ENSG00000132406,164,208,310,240,360,203
ENSG00000132423,184,236,240,136,177,125
ENSG00000132424,1299,1328,1801,1500,1843,1259
ENSG00000132429,13,8,11,4,10,4
ENSG00000132432,333,361,464,393,530,338
ENSG00000132434,511,549,745,585,668,496
ENSG00000132436,820,880,1223,754,935,651
ENSG00000132437,213,246,368,264,323,203
ENSG00000132446,0,0,0,0,0,0
ENSG00000132463,2633,2783,3968,2517,3127,2275
ENSG00000132464,0,0,0,0,0,0
ENSG00000132465,0,0,0,0,0,0
ENSG00000132466,5135,4905,6828,4720,6010,4245
ENSG00000132467,1060,1019,1478,799,1041,741
ENSG00000132470,24,24,34,35,30,32
ENSG00000132471,1673,1402,2004,1487,1799,1373
ENSG00000132475,4922,4962,6740,4129,5422,3850
ENSG00000132478,394,345,525,448,486,372
ENSG00000132481,156,163,210,131,133,114
ENSG00000132485,976,1050,1435,755,1065,734
ENSG00000132507,4382,3589,5295,3064,3750,2898
ENSG00000132510,1660,1421,1978,2019,2289,1772
ENSG00000132514,0,0,0,0,0,0
ENSG00000132517,0,0,1,1,1,1
ENSG00000132518,2,2,2,2,0,2
ENSG00000132522,4,3,7,4,5,6
ENSG00000132530,0,0,0,1,1,0
ENSG00000132535,123,145,172,198,236,196
ENSG00000132541,161,200,250,206,295,193
ENSG00000132549,750,809,1114,889,1109,809
ENSG00000132554,0,0,0,0,0,0
ENSG00000132561,11,9,16,10,16,17
ENSG00000132563,4,3,10,4,4,2
ENSG00000132570,314,285,423,298,404,321
ENSG00000132581,253,287,357,247,304,197
ENSG00000132589,1452,1354,1974,1412,1680,1387
ENSG00000132591,1078,911,1322,867,1025,792
ENSG00000132600,620,611,769,476,604,459
ENSG00000132603,473,477,720,335,418,311
ENSG00000132604,628,603,815,591,673,512
ENSG00000132612,1098,1059,1457,1018,1250,961
ENSG00000132613,343,262,404,356,357,323
ENSG00000132622,9,6,11,9,8,7
ENSG00000132623,739,675,985,563,724,495
ENSG00000132631,0,0,0,0,0,0
ENSG00000132635,326,294,405,388,406,321
ENSG00000132639,0,0,0,0,0,0
ENSG00000132640,270,298,378,364,413,326
ENSG00000132646,2805,3049,4208,2649,3350,2377
ENSG00000132661,149,144,191,116,139,109
ENSG00000132664,367,374,477,308,426,295
ENSG00000132669,63,49,81,76,82,71
ENSG00000132670,1215,1174,1664,1379,1674,1301
ENSG00000132671,0,0,0,0,0,0
ENSG00000132676,2387,2282,3244,2372,2905,2110
ENSG00000132677,7,10,5,8,5,4
ENSG00000132680,911,969,1254,1001,1182,921
ENSG00000132681,0,2,0,3,0,3
ENSG00000132688,4,6,8,6,3,5
ENSG00000132692,18,23,18,24,24,14
ENSG00000132693,0,0,0,0,0,0
ENSG00000132694,1250,1036,1457,1341,1525,1098
ENSG00000132698,659,589,856,653,764,610
ENSG00000132702,0,1,5,2,0,1
ENSG00000132703,0,0,0,0,0,0
ENSG00000132704,0,0,0,0,0,0
ENSG00000132716,1003,897,1299,965,1210,882
ENSG00000132718,0,1,3,0,0,1
ENSG00000132740,244,303,350,260,333,262
ENSG00000132744,0,0,0,0,0,0
ENSG00000132746,327,268,399,304,375,307
ENSG00000132749,288,301,422,261,395,265
ENSG00000132763,714,750,931,528,592,467
ENSG00000132768,523,486,686,323,401,307
ENSG00000132773,328,266,449,233,228,202
ENSG00000132780,2693,2714,3733,2574,3088,2215
ENSG00000132781,368,336,530,406,423,377
ENSG00000132792,333,359,485,340,368,305
ENSG00000132793,263,266,404,281,318,278
ENSG00000132801,74,76,86,87,110,94
ENSG00000132819,205,185,288,200,234,171
ENSG00000132821,10,4,5,13,8,10
ENSG00000132823,342,367,463,373,458,310
ENSG00000132824,2640,2879,3823,3363,4317,2842
ENSG00000132825,192,187,285,198,277,184
ENSG00000132832,1,1,2,5,2,0
ENSG00000132837,17,19,20,66,88,63
ENSG00000132840,5,1,3,11,7,6
ENSG00000132842,440,432,606,489,623,462
ENSG00000132846,561,516,763,899,936,703
ENSG00000132849,1349,1423,1796,1487,1755,1337
ENSG00000132854,3,1,3,5,1,0
ENSG00000132855,3,2,0,1,2,0
ENSG00000132872,509,536,754,545,709,459
ENSG00000132874,1,1,4,5,4,4
ENSG00000132879,266,228,307,297,318,260
ENSG00000132881,65,49,78,62,59,52
ENSG00000132906,102,95,151,113,137,105
ENSG00000132911,0,0,0,0,0,0
ENSG00000132912,2157,2044,2708,2342,3004,2092
ENSG00000132915,4,3,2,1,2,1
ENSG00000132932,3,5,3,4,3,4
ENSG00000132938,3,5,1,8,6,5
ENSG00000132950,77,111,150,146,173,130
ENSG00000132952,248,199,297,232,281,184
ENSG00000132953,836,843,1170,641,887,571
ENSG00000132958,1,0,2,0,0,1
ENSG00000132963,513,751,938,674,878,594
ENSG00000132964,409,343,545,495,594,385
ENSG00000132965,0,0,0,0,0,0
ENSG00000132967,66,61,113,36,52,49
ENSG00000132970,771,715,950,779,1020,723
ENSG00000132972,1,0,0,0,0,1
ENSG00000132975,0,0,0,0,0,0
ENSG00000133019,9,11,13,18,29,21
ENSG00000133020,0,0,0,1,0,0
ENSG00000133026,4097,4023,5767,4235,5164,3830
ENSG00000133027,221,198,294,223,262,193
ENSG00000133028,755,870,1255,669,862,665
ENSG00000133030,3334,2967,4090,3688,4456,3106
ENSG00000133048,1,2,1,2,1,3
ENSG00000133055,0,0,1,0,0,0
ENSG00000133056,991,890,1187,924,1140,818
ENSG00000133059,592,574,842,659,845,538
ENSG00000133063,0,0,0,0,0,0
ENSG00000133065,1466,1406,2005,1499,1820,1312
ENSG00000133067,1,0,1,7,8,6
ENSG00000133069,32,23,39,44,41,51
ENSG00000133083,0,1,0,1,4,1
ENSG00000133101,0,0,0,0,0,0
ENSG00000133103,310,351,416,411,569,364
ENSG00000133104,30,29,56,57,67,57
ENSG00000133105,0,0,0,0,0,0
ENSG00000133106,5,9,14,7,8,7
ENSG00000133107,0,0,0,0,0,0
ENSG00000133110,0,0,0,0,0,0
ENSG00000133111,81,100,124,107,124,93
ENSG00000133112,6132,5882,8191,6754,8919,6126
ENSG00000133114,246,287,376,328,401,295
